2024-01-01T10:00:00.368Z,378.41499999999996,1327,1705.415
2024-01-01T10:00:02.370Z,465.71229729729725,1225,1690.7122972972973
2024-01-01T10:00:05.876Z,529.5188107752956,1165,1694.5188107752956
2024-01-01T10:00:08.882Z,505.51526840490794,1204,1709.515268404908
2024-01-01T10:00:11.890Z,343.1502521607787,1390,1733.1502521607786
2024-01-01T10:00:14.894Z,78.60476416191574,1672,1750.6047641619157
2024-01-01T10:00:18.401Z,-305.90319859770796,2077,1771.096801402292
2024-01-01T10:00:21.408Z,-514.0323043147105,2255,1740.9676956852895
2024-01-01T10:00:24.419Z,-562.3340728962365,2276,1713.6659271037634
2024-01-01T10:00:27.428Z,-493.36613096272185,2187,1693.6338690372781
2024-01-01T10:00:29.935Z,-387.64442362285143,2075,1687.3555763771485
2024-01-01T10:00:32.939Z,-258.62427288603,1942,1683.37572711397
2024-01-01T10:00:35.944Z,-197.9494902331239,1893,1695.050509766876
2024-01-01T10:00:38.948Z,-201.90868823958243,1908,1706.0913117604175
2024-01-01T10:00:41.954Z,-273.3767906426767,1991,1717.6232093573233
2024-01-01T10:00:44.962Z,-318.82202687539143,2032,1713.1779731246086
2024-01-01T10:00:47.967Z,-322.89009158631404,2029,1706.1099084136858
2024-01-01T10:00:51.480Z,-259.42596676008037,1954,1694.5740332399196
2024-01-01T10:00:54.483Z,-158.77776534553203,1847,1688.222234654468
2024-01-01T10:00:57.491Z,-38.18474684368283,1723,1684.815253156317
2024-01-01T10:01:00.496Z,-20.590462560247623,1723,1702.4095374397523
2024-01-01T10:01:03.253Z,-81.227036580527,1797,1715.772963419473
2024-01-01T10:01:06.259Z,-219.0431904071436,1948,1728.9568095928564
2024-01-01T10:01:09.268Z,-309.18665750195214,2030,1720.8133424980479
2024-01-01T10:01:12.273Z,-323.1925140727706,2031,1707.8074859272294
2024-01-01T10:01:13.777Z,-323.5277370749426,2029,1705.4722629250573
2024-01-01T10:01:17.782Z,-370.55225359556005,2084,1713.4477464044398
2024-01-01T10:01:20.792Z,-520.0480664576746,2251,1730.9519335423254
2024-01-01T10:01:23.799Z,-653.7465691868709,2382,1728.253430813129
2024-01-01T10:01:25.305Z,-731.3318515554005,2450,1718.6681484445994
2024-01-01T10:01:29.816Z,-740.0890858021828,2447,1706.9109141978172
2024-01-01T10:01:32.824Z,-691.8288350173976,2389,1697.1711649826025
2024-01-01T10:01:35.828Z,-645.4990688721149,2343,1697.500931127885
2024-01-01T10:01:38.833Z,-574.6819996186798,2268,1693.3180003813202
2024-01-01T10:01:41.845Z,-535.3104616061545,2234,1698.6895383938454
2024-01-01T10:01:44.850Z,-465.50858415567484,2159,1693.4914158443253
2024-01-01T10:01:47.859Z,-427.13926259732983,2126,1698.86073740267
2024-01-01T10:01:51.365Z,-441.1855992493764,2149,1707.8144007506235
2024-01-01T10:01:54.375Z,-502.16796781953326,2218,1715.8320321804667
2024-01-01T10:01:57.381Z,-513.6274813861053,2221,1707.3725186138947
2024-01-01T10:02:00.395Z,-422.20228756198753,2112,1689.7977124380125
2024-01-01T10:02:01.394Z,-377.2617587965689,2075,1697.738241203431
2024-01-01T10:02:05.905Z,-351.91478075650184,2053,1701.0852192434982
2024-01-01T10:02:08.913Z,-431.9186991914127,2151,1719.0813008085872
2024-01-01T10:02:11.923Z,-491.42082369336913,2207,1715.5791763066309
2024-01-01T10:02:14.934Z,-503.51847452716976,2211,1707.4815254728303
2024-01-01T10:02:17.940Z,-481.368642941828,2183,1701.631357058172
2024-01-01T10:02:20.951Z,-498.6354732556184,2207,1708.3645267443817
2024-01-01T10:02:23.958Z,-614.7502313587088,2340,1725.2497686412912
2024-01-01T10:02:26.466Z,-794.824621809033,2531,1736.175378190967
2024-01-01T10:02:30.476Z,-925.2975611869833,2653,1727.7024388130167
2024-01-01T10:02:33.482Z,-967.394059588592,2680,1712.605940411408
2024-01-01T10:02:35.987Z,-973.53585593316,2680,1706.4641440668402
2024-01-01T10:02:38.991Z,-963.3286063822814,2667,1703.6713936177186
2024-01-01T10:02:41.996Z,-941.340941552817,2643,1701.659058447183
2024-01-01T10:02:45.000Z,-910.8017215674472,2611,1700.1982784325528
2024-01-01T10:02:46.502Z,-884.1394582968217,2585,1700.8605417031783
2024-01-01T10:02:51.021Z,-869.1461609490582,2572,1702.8538390509418
2024-01-01T10:02:54.026Z,-887.4571155365782,2596,1708.5428844634218
2024-01-01T10:02:57.033Z,-935.3960520182219,2649,1713.6039479817782
2024-01-01T10:02:59.538Z,-959.4722879159686,2669,1709.5277120840315
2024-01-01T10:03:03.044Z,-974.9423909210543,2683,1708.0576090789457
2024-01-01T10:03:06.050Z,-979.7617544301602,2686,1706.2382455698398
2024-01-01T10:03:09.056Z,-979.6107881238171,2685,1705.3892118761828
2024-01-01T10:03:11.061Z,-977.02645653781,2682,1704.97354346219
